CustomerID,Recency_Days,Frequency_Orders,Monetary_Avg_Order_Value,Tenure_Days,Customer_Age,Acquisition_Channel,Country,Membership_Tier,Returns_Rate,Churn_Status,Future_1Year_CLV
CUST-11975,128,6,144.2,185,59,Organic Search,United Kingdom,Silver,0.259,1,670.09
CUST-11976,14,4,70.46,357,36,Email Referral,France,Platinum,0.133,0,1511.62
CUST-11977,26,8,51.38,393,26,Paid Social,United States,Standard,0.123,0,798.81
CUST-11978,93,7,70.1,493,45,Paid Social,Germany,Standard,0.16,0,863.86
CUST-11979,84,17,113.1,156,61,Email Referral,Germany,Platinum,0.351,0,11050.6
CUST-11980,10,13,82.9,50,60,Direct,United Kingdom,Standard,0.027,0,1969.08
CUST-11981,74,4,71.38,108,42,Paid Social,Australia,Standard,0.401,1,84.07
CUST-11982,28,21,96.07,134,57,Email Referral,Germany,Bronze,0.069,0,4335.26
CUST-11983,30,20,243.34,145,58,Direct,United Kingdom,Bronze,0.213,0,10542.01
CUST-11984,7,5,103.49,386,21,Organic Search,United Kingdom,Standard,0.125,0,904.66
CUST-11985,4,9,61.79,75,69,Paid Social,United States,Standard,0.055,0,965.71
CUST-11986,59,13,238.59,251,54,Organic Search,Germany,Standard,0.207,0,5547.61
CUST-11987,31,8,192.46,325,24,Google Ads,United Kingdom,Silver,0.028,0,4174.68
CUST-11988,26,6,131.27,97,58,Organic Search,United Kingdom,Silver,0.033,0,2066.34
CUST-11989,59,12,239.18,129,21,Paid Social,Indonesia,Gold,0.044,0,10886.99
CUST-11990,66,7,150.03,280,40,Email Referral,Indonesia,Standard,0.308,1,578.37
CUST-11991,8,10,151.01,256,61,Google Ads,United Kingdom,Standard,0.004,0,2718.35
CUST-11992,43,5,115.18,636,61,Paid Social,United Kingdom,Bronze,0.183,0,1265.71
CUST-11993,7,3,223.74,363,23,Email Referral,United Kingdom,Standard,0.155,0,1221.43
CUST-11994,63,6,54.44,388,62,Direct,Indonesia,Standard,0.041,0,541.27
CUST-11995,49,3,194.06,276,26,Google Ads,United Kingdom,Standard,0.11,0,1063.74
CUST-11996,142,18,418.77,179,26,Email Referral,United Kingdom,Standard,0.084,1,3403.15
CUST-11997,4,11,222.93,317,38,Direct,United Kingdom,Bronze,0.183,0,5385.41
CUST-11998,3,8,182.11,510,20,Google Ads,Indonesia,Gold,0.193,0,5519.4
CUST-11999,15,1,78.29,119,30,Email Referral,France,Standard,0.073,0,203.02
CUST-12000,14,10,320.26,96,55,Direct,France,Bronze,0.11,0,6939.07
CUST-12001,13,18,74.28,161,35,Google Ads,United States,Gold,0.038,0,5028.56
CUST-12002,107,10,124.9,686,63,Paid Social,France,Standard,0.214,0,2188.94
CUST-12003,13,19,129.32,37,48,Paid Social,France,Gold,0.046,0,9303.17
CUST-12004,15,5,22.8,252,46,Organic Search,United Kingdom,Silver,0.166,0,345.81
CUST-12005,65,10,148.02,383,19,Organic Search,Germany,Standard,0.525,0,2659.91
CUST-12006,27,8,80.16,321,48,Email Referral,United States,Gold,0.089,0,2392.39
CUST-12007,68,13,16.41,233,55,Email Referral,Germany,Silver,0.109,0,646.34
CUST-12008,4,13,195.6,474,69,Google Ads,United Kingdom,Standard,0.077,0,4554.97
CUST-12009,31,7,113.53,72,24,Direct,United Kingdom,Silver,0.298,0,2088.12
CUST-12010,2,15,50.43,67,57,Paid Social,Australia,Bronze,0.191,0,1630.68
CUST-12011,3,11,194.64,83,27,Organic Search,France,Silver,0.27,0,5784.69
CUST-12012,107,13,69.47,123,30,Email Referral,France,Bronze,0.187,0,1913.95
CUST-12013,7,12,74.54,105,18,Organic Search,France,Standard,0.153,0,1605.49
CUST-12014,35,13,163.85,81,54,Email Referral,United Kingdom,Bronze,0.09,0,4516.15
CUST-12015,24,5,37.59,271,42,Paid Social,United Kingdom,Bronze,0.235,0,427.16
CUST-12016,20,12,124.55,131,47,Email Referral,Germany,Silver,0.039,0,3982.93
CUST-12017,104,19,167.74,338,19,Paid Social,Germany,Silver,0.117,0,8585.97
CUST-12018,1,10,57.9,78,53,Organic Search,United States,Bronze,0.003,0,1216.8
CUST-12019,50,6,76.8,90,41,Organic Search,United Kingdom,Platinum,0.041,1,733.63
CUST-12020,149,12,142.97,189,29,Email Referral,United Kingdom,Silver,0.294,0,4617.06
CUST-12021,37,13,206.74,92,22,Paid Social,United Kingdom,Gold,0.362,0,10117.03
CUST-12022,125,14,305.74,162,32,Paid Social,United Kingdom,Standard,0.038,0,7809.17
CUST-12023,3,16,241.75,62,59,Paid Social,United Kingdom,Standard,0.093,0,7052.13
CUST-12024,25,17,215.53,195,66,Google Ads,United Kingdom,Standard,0.064,0,6637.04
CUST-12025,14,7,159.73,82,63,Direct,United Kingdom,Standard,0.258,0,2040.7
CUST-12026,60,6,74.48,150,24,Paid Social,United Kingdom,Platinum,0.052,0,2530.76
CUST-12027,180,1,188.8,204,19,Email Referral,United Kingdom,Standard,0.047,1,139.32
CUST-12028,14,17,108.09,429,20,Organic Search,Germany,Bronze,0.392,0,3987.3
CUST-12029,48,9,62.98,89,21,Email Referral,Germany,Standard,0.241,0,988.43
CUST-12030,10,2,126.26,102,65,Paid Social,United Kingdom,Silver,0.025,0,688.85
CUST-12031,38,9,245.57,138,33,Email Referral,Germany,Standard,0.033,0,3955.02
CUST-12032,29,5,57.75,310,44,Organic Search,United States,Bronze,0.162,0,547.58
CUST-12033,161,16,441.79,294,39,Google Ads,United Kingdom,Standard,0.089,0,12791.82
CUST-12034,43,6,105.96,144,20,Organic Search,Indonesia,Standard,0.123,0,1053.68
CUST-12035,20,4,67.77,249,66,Direct,United Kingdom,Standard,0.115,0,595.78
CUST-12036,6,8,96.65,184,34,Organic Search,United Kingdom,Silver,0.014,0,2076.95
CUST-12037,8,6,318.18,37,39,Organic Search,United Kingdom,Standard,0.121,0,3458.95
CUST-12038,12,13,87.67,94,69,Email Referral,United Kingdom,Platinum,0.477,0,6591.44
CUST-12039,14,7,65.44,721,24,Google Ads,Germany,Standard,0.012,0,775.06
CUST-12040,86,19,193.4,219,47,Email Referral,United Kingdom,Standard,0.11,0,6603.76
CUST-12041,38,13,205.26,152,25,Organic Search,United States,Silver,0.374,0,7199.55
CUST-12042,34,3,33.83,78,36,Google Ads,France,Standard,0.13,0,152.5
CUST-12043,6,2,234.94,349,24,Email Referral,Germany,Bronze,0.158,0,1066.8
CUST-12044,89,25,130.95,129,18,Organic Search,Germany,Standard,0.332,0,5832.27
CUST-12045,58,10,111.21,92,33,Email Referral,France,Silver,0.229,0,3012.61
CUST-12046,4,14,87.46,123,67,Email Referral,United Kingdom,Standard,0.067,0,2118.48
CUST-12047,56,8,82.19,174,57,Email Referral,United Kingdom,Silver,0.211,0,1787.27
CUST-12048,36,10,141.45,768,48,Email Referral,United Kingdom,Bronze,0.195,0,3063.81
CUST-12049,4,11,73.76,43,56,Google Ads,United Kingdom,Bronze,0.094,0,1847.92
CUST-12050,28,6,231.4,162,44,Google Ads,United Kingdom,Gold,0.086,0,5217.41
CUST-12051,30,6,507.25,85,27,Email Referral,Germany,Silver,0.032,0,8208.98
CUST-12052,9,21,117.53,241,51,Organic Search,Germany,Silver,0.091,0,6651.95
CUST-12053,132,5,333.19,236,64,Email Referral,United Kingdom,Gold,0.095,1,1658.39
CUST-12054,86,15,143.51,289,31,Direct,United Kingdom,Standard,0.189,0,3845.98
CUST-12055,50,8,119.65,139,19,Paid Social,United Kingdom,Silver,0.2,0,2595.7
CUST-12056,28,9,164.15,192,56,Email Referral,United Kingdom,Standard,0.131,0,2644.56
CUST-12057,24,8,142.49,152,39,Google Ads,Germany,Standard,0.072,0,2044.27
CUST-12058,48,9,170.46,147,43,Email Referral,United Kingdom,Standard,0.034,0,2762.01
CUST-12059,36,6,170.11,189,61,Direct,United Kingdom,Gold,0.081,0,3913.0
CUST-12060,3,8,93.08,105,22,Paid Social,United Kingdom,Silver,0.146,0,2083.22
CUST-12061,33,8,136.51,343,55,Paid Social,United Kingdom,Standard,0.168,0,1896.35
CUST-12062,74,13,171.25,212,33,Organic Search,United Kingdom,Standard,0.247,0,4046.31
CUST-12063,28,12,190.49,463,29,Direct,United Kingdom,Bronze,0.123,0,5000.24
CUST-12064,3,22,64.43,63,58,Organic Search,Germany,Bronze,0.139,0,3078.71
CUST-12065,70,5,101.84,106,69,Direct,United Kingdom,Bronze,0.012,1,334.17
CUST-12066,11,7,95.95,112,61,Organic Search,United States,Bronze,0.1,0,1388.32
CUST-12067,14,16,46.78,65,59,Organic Search,France,Bronze,0.083,0,1642.12
CUST-12068,9,12,138.32,113,34,Paid Social,United Kingdom,Gold,0.057,0,6336.63
CUST-12069,19,3,146.8,75,42,Email Referral,United Kingdom,Standard,0.151,0,761.21
CUST-12070,64,5,269.88,443,41,Paid Social,United Kingdom,Gold,0.436,0,5036.33
CUST-12071,33,1,77.39,199,28,Paid Social,United Kingdom,Standard,0.278,0,196.39
CUST-12072,11,25,117.5,149,35,Paid Social,United Kingdom,Standard,0.085,0,5266.36
CUST-12073,95,11,224.84,388,53,Direct,Germany,Standard,0.139,0,4422.92
CUST-12074,96,8,171.0,136,20,Direct,United Kingdom,Standard,0.131,1,521.58
CUST-12075,93,3,318.13,458,36,Paid Social,Indonesia,Platinum,0.101,1,1348.64
CUST-12076,13,1,152.5,146,23,Email Referral,Australia,Standard,0.429,1,33.7
CUST-12077,28,13,121.63,69,40,Email Referral,France,Bronze,0.055,0,3325.23
CUST-12078,189,2,92.3,512,57,Email Referral,United States,Bronze,0.035,1,70.43
CUST-12079,67,7,67.56,193,24,Organic Search,United Kingdom,Standard,0.136,0,910.51
CUST-12080,2,5,132.5,184,64,Paid Social,France,Standard,0.126,0,1209.61
CUST-12081,4,7,99.82,422,61,Google Ads,United Kingdom,Standard,0.254,0,1175.88
CUST-12082,29,16,127.12,442,64,Organic Search,Australia,Bronze,0.112,0,4412.77
CUST-12083,108,11,275.25,524,26,Paid Social,France,Platinum,0.037,0,17476.18
CUST-12084,35,7,152.42,147,19,Organic Search,United Kingdom,Bronze,0.131,0,2309.79
CUST-12085,31,14,41.39,295,69,Google Ads,United States,Platinum,0.332,0,3335.93
CUST-12086,6,11,64.38,68,64,Google Ads,United Kingdom,Bronze,0.036,0,1490.02
CUST-12087,49,7,117.87,384,67,Organic Search,United Kingdom,Standard,0.189,0,1506.08
CUST-12088,78,11,98.08,168,62,Google Ads,Indonesia,Standard,0.126,0,1971.24
CUST-12089,22,6,254.99,149,65,Paid Social,United Kingdom,Silver,0.067,0,4144.87
CUST-12090,68,10,121.11,482,64,Email Referral,France,Standard,0.142,0,2267.25
CUST-12091,151,11,89.12,460,28,Paid Social,United Kingdom,Standard,0.046,1,430.87
CUST-12092,11,13,226.02,574,20,Paid Social,United Kingdom,Standard,0.159,0,5223.7
CUST-12093,34,11,125.82,130,59,Google Ads,France,Standard,0.173,0,2574.95
CUST-12094,16,4,20.35,60,66,Email Referral,Indonesia,Bronze,0.025,0,81.35
CUST-12095,71,29,107.0,520,47,Organic Search,United Kingdom,Silver,0.183,0,8358.17
CUST-12096,39,3,166.2,176,25,Organic Search,United Kingdom,Bronze,0.032,1,223.19
CUST-12097,46,3,91.13,457,54,Direct,Germany,Silver,0.324,1,179.44
CUST-12098,72,2,172.94,324,38,Organic Search,France,Bronze,0.051,0,740.29
CUST-12099,23,22,210.14,412,25,Email Referral,Germany,Bronze,0.058,0,9938.04
CUST-12100,111,21,180.23,317,64,Paid Social,United States,Standard,0.109,0,6866.06
CUST-12101,35,5,134.16,351,28,Organic Search,United States,Gold,0.024,0,2528.89
CUST-12102,8,13,133.59,46,58,Google Ads,Germany,Standard,0.271,0,3186.95
CUST-12103,54,6,87.75,690,51,Direct,United Kingdom,Standard,0.074,0,889.25
CUST-12104,71,8,78.62,121,56,Organic Search,United Kingdom,Standard,0.039,0,1078.14
CUST-12105,18,9,166.92,37,33,Organic Search,Germany,Standard,0.154,0,2648.78
CUST-12106,88,13,96.49,239,24,Google Ads,Indonesia,Bronze,0.056,0,2735.39
CUST-12107,107,4,81.09,346,21,Paid Social,Germany,Standard,0.275,1,233.34
CUST-12108,15,19,111.95,256,49,Email Referral,Germany,Bronze,0.079,0,4579.23
CUST-12109,185,4,116.36,274,54,Paid Social,France,Bronze,0.131,1,135.66
CUST-12110,7,15,141.53,274,63,Paid Social,United Kingdom,Bronze,0.331,0,4609.3
CUST-12111,11,5,59.35,358,39,Organic Search,United Kingdom,Standard,0.317,0,567.39
CUST-12112,10,16,111.55,194,24,Email Referral,United Kingdom,Silver,0.57,0,4767.26
CUST-12113,101,12,99.84,203,30,Organic Search,Australia,Bronze,0.043,0,2616.13
CUST-12114,48,4,172.15,234,35,Email Referral,Indonesia,Standard,0.129,1,350.41
CUST-12115,8,14,185.71,379,59,Paid Social,France,Gold,0.083,0,9725.31
CUST-12116,27,21,126.22,457,51,Google Ads,United Kingdom,Standard,0.277,0,4826.92
CUST-12117,43,15,149.83,63,30,Direct,Germany,Silver,0.284,0,6127.05
CUST-12118,4,7,117.45,42,51,Direct,United Kingdom,Bronze,0.524,0,1760.43
CUST-12119,97,14,222.92,112,46,Email Referral,France,Standard,0.264,0,5649.84
CUST-12120,74,5,220.28,211,64,Paid Social,Germany,Gold,0.107,0,4262.11
CUST-12121,32,18,77.26,150,22,Paid Social,United Kingdom,Standard,0.116,1,592.93
CUST-12122,154,4,49.94,311,48,Email Referral,United Kingdom,Silver,0.156,1,192.87
CUST-12123,25,15,179.75,247,28,Email Referral,France,Standard,0.038,0,4865.51
CUST-12124,187,9,58.13,283,55,Organic Search,France,Bronze,0.107,1,225.52
CUST-12125,50,15,231.13,107,68,Direct,United Kingdom,Platinum,0.6,0,19878.6
CUST-12126,46,8,58.28,151,64,Organic Search,United States,Bronze,0.278,0,1043.17
CUST-12127,9,13,185.59,25,21,Email Referral,United States,Standard,0.042,0,4277.49
CUST-12128,97,6,121.65,430,24,Paid Social,France,Bronze,0.131,0,1624.98
CUST-12129,26,22,322.46,128,40,Email Referral,France,Bronze,0.146,0,15214.07
CUST-12130,8,6,233.87,198,48,Paid Social,United Kingdom,Standard,0.084,0,2533.25
CUST-12131,1,2,49.85,86,34,Organic Search,Indonesia,Gold,0.108,0,360.84
CUST-12132,37,9,67.11,223,27,Direct,United Kingdom,Gold,0.048,0,2366.93
CUST-12133,34,8,167.56,188,39,Direct,United Kingdom,Standard,0.18,0,2424.15
CUST-12134,58,21,208.8,115,47,Paid Social,France,Silver,0.17,0,11869.59
CUST-12135,100,17,56.38,291,46,Organic Search,United Kingdom,Gold,0.293,0,3601.44
CUST-12136,4,11,189.88,39,34,Organic Search,Indonesia,Standard,0.09,0,3750.69
CUST-12137,60,8,136.03,193,60,Organic Search,Germany,Standard,0.213,0,2011.45
CUST-12138,10,4,151.58,254,38,Email Referral,United Kingdom,Standard,0.088,0,1092.19
CUST-12139,88,2,74.16,246,39,Paid Social,Australia,Standard,0.285,1,20.79
CUST-12140,77,16,283.18,338,65,Paid Social,Germany,Platinum,0.201,0,26154.89
CUST-12141,36,7,147.73,108,56,Paid Social,Germany,Standard,0.031,0,1945.69
CUST-12142,56,11,100.01,80,57,Google Ads,United Kingdom,Standard,0.152,0,2055.34
CUST-12143,17,6,106.69,42,65,Organic Search,United States,Standard,0.129,0,1216.77
CUST-12144,29,7,102.11,100,65,Paid Social,United Kingdom,Standard,0.253,0,1272.45
CUST-12145,78,9,145.15,187,39,Email Referral,United Kingdom,Bronze,0.217,0,2772.65
CUST-12146,28,11,128.1,181,44,Direct,Germany,Silver,0.145,0,3745.25
CUST-12147,20,16,50.74,290,40,Email Referral,Indonesia,Bronze,0.302,0,1688.21
CUST-12148,31,19,45.03,375,21,Paid Social,United Kingdom,Standard,0.046,0,1535.35
CUST-12149,80,5,186.9,307,43,Google Ads,United Kingdom,Silver,0.164,0,2611.72
CUST-12150,19,8,156.96,145,56,Direct,France,Gold,0.029,0,4663.77
CUST-12151,9,12,273.43,79,34,Google Ads,United States,Standard,0.111,0,5906.93
CUST-12152,57,11,55.0,172,20,Organic Search,Germany,Standard,0.19,0,1072.99
CUST-12153,79,4,119.76,151,34,Email Referral,United States,Standard,0.091,1,156.79
CUST-12154,5,8,122.23,196,60,Google Ads,United Kingdom,Standard,0.248,0,1747.44
CUST-12155,13,19,21.99,334,57,Email Referral,United Kingdom,Bronze,0.28,0,966.96
CUST-12156,7,11,113.89,153,36,Paid Social,Germany,Silver,0.116,0,3393.9
CUST-12157,20,2,168.59,43,56,Paid Social,United Kingdom,Standard,0.019,0,638.28
CUST-12158,27,12,18.86,547,35,Email Referral,United Kingdom,Standard,0.275,0,460.83
CUST-12159,63,7,220.0,140,45,Paid Social,United Kingdom,Bronze,0.036,0,3345.73
CUST-12160,48,6,56.92,505,32,Paid Social,United Kingdom,Standard,0.192,0,596.32
CUST-12161,44,2,154.01,360,68,Google Ads,France,Gold,0.086,1,296.1
CUST-12162,20,16,42.99,130,43,Paid Social,France,Silver,0.015,0,1803.5
CUST-12163,83,21,96.62,108,52,Email Referral,Germany,Standard,0.212,0,3655.1
CUST-12164,29,4,135.62,575,33,Google Ads,United Kingdom,Standard,0.158,0,982.56
CUST-12165,175,14,120.47,383,32,Email Referral,Germany,Silver,0.317,1,1204.3
CUST-12166,46,5,40.71,112,22,Paid Social,Indonesia,Bronze,0.099,0,423.46
CUST-12167,7,5,55.46,159,63,Organic Search,France,Silver,0.091,0,732.5
CUST-12168,51,9,69.53,247,41,Email Referral,France,Standard,0.075,0,1050.6
CUST-12169,18,3,146.0,79,19,Direct,United Kingdom,Standard,0.093,0,820.82
CUST-12170,53,16,109.77,85,53,Google Ads,United Kingdom,Bronze,0.031,0,3720.19
CUST-12171,4,17,86.32,75,69,Email Referral,United Kingdom,Bronze,0.023,0,3144.78
CUST-12172,9,13,156.42,32,62,Paid Social,Germany,Standard,0.182,0,3624.72
CUST-12173,88,19,151.18,116,65,Organic Search,France,Standard,0.058,0,5214.89
CUST-12174,12,17,77.19,57,48,Email Referral,United States,Standard,0.169,0,2386.41
CUST-12175,82,5,130.32,128,47,Organic Search,France,Silver,0.004,1,475.22
CUST-12176,15,17,150.59,81,29,Google Ads,Indonesia,Standard,0.097,0,4655.33
CUST-12177,47,7,72.03,560,54,Paid Social,United Kingdom,Bronze,0.169,0,1057.12
CUST-12178,54,15,92.47,223,38,Paid Social,Indonesia,Standard,0.045,0,2453.31
CUST-12179,33,9,103.66,146,29,Organic Search,France,Silver,0.422,0,2434.75
CUST-12180,17,5,167.75,181,57,Paid Social,United Kingdom,Standard,0.011,0,1516.13
CUST-12181,11,15,184.05,27,54,Email Referral,France,Standard,0.036,0,4930.23
CUST-12182,2,7,156.29,422,52,Paid Social,Germany,Standard,0.259,0,1991.81
CUST-12183,17,5,46.5,168,39,Email Referral,United Kingdom,Standard,0.044,0,476.52
CUST-12184,48,4,69.75,171,62,Email Referral,United Kingdom,Bronze,0.014,0,649.15
CUST-12185,126,14,165.7,652,53,Paid Social,Germany,Standard,0.212,1,1049.95
CUST-12186,93,19,176.31,343,25,Paid Social,United Kingdom,Platinum,0.242,0,19299.27
CUST-12187,66,21,124.53,155,44,Google Ads,United Kingdom,Bronze,0.057,0,5648.22
CUST-12188,70,5,108.42,580,44,Organic Search,United States,Standard,0.06,1,350.19
CUST-12189,50,8,202.97,408,53,Email Referral,Germany,Bronze,0.362,0,3478.2
CUST-12190,14,12,31.12,585,24,Paid Social,United Kingdom,Gold,0.085,0,1415.56
CUST-12191,107,14,92.51,140,20,Email Referral,Germany,Gold,0.066,0,4886.58
CUST-12192,50,11,244.67,624,21,Paid Social,Indonesia,Platinum,0.118,0,15463.13
CUST-12193,37,12,241.95,192,41,Organic Search,United Kingdom,Gold,0.25,0,10955.86
CUST-12194,6,1,53.87,221,25,Direct,United Kingdom,Standard,0.106,0,98.36
CUST-12195,27,8,84.96,84,62,Organic Search,United States,Standard,0.119,0,1164.19
CUST-12196,28,11,152.89,70,30,Organic Search,United Kingdom,Bronze,0.258,1,990.6
CUST-12197,90,4,109.36,119,26,Paid Social,France,Silver,0.056,0,1217.4
CUST-12198,36,15,141.68,149,37,Direct,Germany,Standard,0.077,0,3879.96
CUST-12199,22,1,48.46,82,37,Organic Search,Germany,Standard,0.149,0,79.16
CUST-12200,170,18,198.41,200,22,Email Referral,United States,Platinum,0.277,0,20555.5
CUST-12201,6,14,125.89,579,63,Paid Social,Australia,Gold,0.044,0,6651.4
CUST-12202,25,5,103.69,277,22,Paid Social,United States,Standard,0.077,0,898.39
CUST-12203,2,14,178.08,148,52,Email Referral,United Kingdom,Standard,0.012,0,4552.61
CUST-12204,61,5,134.78,320,18,Paid Social,United Kingdom,Gold,0.063,0,2617.18
CUST-12205,113,18,156.15,298,59,Email Referral,Germany,Standard,0.169,0,5086.74
CUST-12206,15,7,122.12,65,32,Organic Search,France,Silver,0.105,0,2392.97
CUST-12207,88,2,91.56,283,34,Direct,Germany,Standard,0.052,1,202.22
CUST-12208,16,5,166.22,236,29,Organic Search,Indonesia,Silver,0.089,0,2336.31
CUST-12209,109,8,216.22,172,63,Email Referral,United Kingdom,Standard,0.233,1,754.93
CUST-12210,64,7,237.0,148,53,Google Ads,United Kingdom,Gold,0.145,0,6150.07
CUST-12211,74,18,99.53,176,60,Organic Search,United Kingdom,Standard,0.017,0,3261.91
CUST-12212,1,14,58.89,182,32,Organic Search,France,Bronze,0.033,0,1802.18
CUST-12213,149,14,164.94,188,31,Paid Social,Germany,Bronze,0.08,0,4993.23
CUST-12214,59,8,78.84,318,44,Google Ads,United Kingdom,Bronze,0.267,1,328.99
CUST-12215,17,11,101.43,108,67,Email Referral,United States,Standard,0.093,0,2075.85
CUST-12216,80,12,182.22,306,39,Google Ads,United Kingdom,Bronze,0.099,0,4645.82
CUST-12217,15,8,106.59,516,26,Paid Social,United Kingdom,Standard,0.124,0,1611.5
CUST-12218,93,7,52.21,475,64,Direct,United Kingdom,Gold,0.105,1,432.06
CUST-12219,6,7,110.16,261,38,Paid Social,Indonesia,Standard,0.095,0,1395.52
CUST-12220,55,14,177.06,108,20,Google Ads,Indonesia,Silver,0.107,1,1687.43
CUST-12221,36,13,178.92,288,69,Paid Social,United Kingdom,Bronze,0.127,0,4964.79
CUST-12222,5,14,276.65,201,48,Organic Search,United Kingdom,Standard,0.237,0,7021.8
CUST-12223,13,25,109.67,294,30,Paid Social,France,Standard,0.394,0,4998.71
CUST-12224,1,7,112.84,381,19,Organic Search,France,Platinum,0.039,0,4587.92
CUST-12225,29,9,153.11,111,64,Organic Search,Germany,Standard,0.09,0,2418.41
CUST-12226,17,29,61.39,218,31,Paid Social,Germany,Silver,0.065,0,4726.37
CUST-12227,42,4,223.28,114,24,Organic Search,France,Standard,0.178,0,1595.6
CUST-12228,16,6,177.02,107,46,Paid Social,Australia,Gold,0.068,0,4018.77
CUST-12229,17,11,121.6,164,21,Organic Search,France,Silver,0.042,0,3662.28
CUST-12230,62,12,134.45,179,21,Paid Social,United Kingdom,Gold,0.156,0,6086.63
CUST-12231,3,3,188.17,183,41,Direct,France,Gold,0.147,0,2186.98
CUST-12232,105,12,332.97,375,59,Paid Social,United Kingdom,Bronze,0.05,0,8687.04
CUST-12233,87,6,125.87,269,38,Organic Search,Germany,Standard,0.086,0,1383.07
CUST-12234,50,9,84.59,694,68,Paid Social,Germany,Standard,0.482,0,1413.81
CUST-12235,41,6,105.77,297,62,Google Ads,United States,Standard,0.274,0,1121.51
CUST-12236,101,11,201.56,872,45,Paid Social,United Kingdom,Standard,0.073,0,3933.81
CUST-12237,10,9,143.0,269,55,Paid Social,Indonesia,Bronze,0.24,0,2751.47
CUST-12238,4,11,249.96,146,25,Google Ads,France,Gold,0.05,0,10351.7
CUST-12239,13,8,46.35,123,59,Organic Search,United Kingdom,Standard,0.016,0,727.97
CUST-12240,72,13,115.69,326,34,Paid Social,United Kingdom,Standard,0.118,0,2750.28
CUST-12241,2,6,197.38,226,26,Organic Search,United Kingdom,Bronze,0.318,0,2456.52
CUST-12242,40,15,47.17,253,63,Organic Search,United States,Gold,0.098,0,2683.48
CUST-12243,243,7,40.03,488,37,Organic Search,United Kingdom,Standard,0.354,1,36.81
CUST-12244,88,16,193.68,473,22,Paid Social,United Kingdom,Standard,0.158,0,5523.79
CUST-12245,34,7,96.11,95,52,Google Ads,United Kingdom,Standard,0.342,0,1252.59
CUST-12246,3,2,166.53,167,58,Paid Social,Germany,Standard,0.077,0,513.29
CUST-12247,81,12,60.2,262,46,Paid Social,Germany,Bronze,0.165,0,1492.17
CUST-12248,42,11,99.39,119,29,Paid Social,United Kingdom,Bronze,0.081,0,2310.3
CUST-12249,6,7,142.83,816,49,Paid Social,Indonesia,Silver,0.6,0,2620.24
CUST-12250,5,6,61.43,297,48,Paid Social,Indonesia,Gold,0.065,0,1322.22
CUST-12251,109,11,56.62,193,48,Google Ads,United Kingdom,Gold,0.174,0,2351.45
CUST-12252,50,12,125.07,144,18,Organic Search,Germany,Bronze,0.427,0,3157.58
CUST-12253,80,15,42.88,323,60,Email Referral,Germany,Standard,0.403,0,1145.31
CUST-12254,96,19,76.15,113,22,Google Ads,United States,Standard,0.161,0,2604.78
CUST-12255,39,8,187.2,166,68,Paid Social,Germany,Bronze,0.332,0,3272.41
CUST-12256,33,15,153.72,123,53,Email Referral,Germany,Gold,0.126,0,8762.39
CUST-12257,26,31,181.99,387,29,Email Referral,Germany,Bronze,0.464,0,12117.24
CUST-12258,18,13,149.57,315,33,Paid Social,United States,Gold,0.556,0,7283.68
CUST-12259,26,16,14.12,113,33,Organic Search,Germany,Standard,0.045,0,337.68
CUST-12260,67,18,52.21,442,38,Organic Search,United States,Standard,0.473,0,1731.15
CUST-12261,42,15,76.21,497,50,Organic Search,United Kingdom,Silver,0.05,0,3103.78
CUST-12262,101,1,253.67,260,43,Google Ads,Indonesia,Gold,0.068,1,222.06
CUST-12263,27,4,191.96,73,20,Paid Social,United States,Standard,0.173,0,1322.51
CUST-12264,43,13,234.31,322,40,Google Ads,United States,Standard,0.247,0,5490.62
CUST-12265,45,14,222.03,129,42,Organic Search,United Kingdom,Standard,0.208,0,5663.6
CUST-12266,41,9,189.72,190,37,Google Ads,United Kingdom,Standard,0.169,0,3138.65
CUST-12267,55,8,58.45,78,64,Paid Social,Australia,Standard,0.392,0,768.02
CUST-12268,13,8,113.69,152,69,Organic Search,Australia,Standard,0.252,0,1690.69
CUST-12269,33,9,89.68,134,66,Paid Social,United Kingdom,Bronze,0.214,0,1669.06
CUST-12270,5,5,80.32,228,53,Direct,Germany,Bronze,0.085,0,847.34
CUST-12271,22,5,214.7,44,52,Paid Social,United Kingdom,Bronze,0.185,0,2292.76
CUST-12272,31,4,146.06,222,60,Paid Social,United Kingdom,Bronze,0.06,0,1275.27
CUST-12273,48,9,93.21,329,50,Paid Social,United Kingdom,Bronze,0.058,0,1761.88
CUST-12274,136,6,224.49,153,22,Paid Social,United Kingdom,Standard,0.119,1,611.27
CUST-12275,42,12,58.69,306,21,Organic Search,Germany,Standard,0.179,0,1213.66
CUST-12276,62,11,175.26,102,69,Paid Social,United Kingdom,Standard,0.086,0,3478.75
CUST-12277,32,16,35.56,262,25,Paid Social,Australia,Standard,0.201,0,958.26
CUST-12278,46,18,129.91,170,28,Email Referral,Germany,Standard,0.173,0,4189.2
CUST-12279,4,4,64.67,163,60,Organic Search,United Kingdom,Standard,0.139,0,465.81
CUST-12280,14,5,76.35,103,67,Email Referral,Indonesia,Standard,0.038,1,159.28
CUST-12281,21,27,183.31,86,44,Email Referral,France,Silver,0.347,0,13405.54
CUST-12282,29,12,82.5,57,27,Paid Social,United Kingdom,Platinum,0.28,0,5589.46
CUST-12283,3,8,58.29,378,62,Paid Social,Germany,Gold,0.321,0,1771.42
